3291	NA	HSD11B2	hydroxysteroid (11-beta) dehydrogenase 2	3291	ENSG00000176387

1854	NA	DUT	deoxyuridine triphosphatase	1854	ENSG00000128951

65263	NA	PYCRL	pyrroline-5-carboxylate reductase-like	65263	ENSG00000104524

7385	NA	UQCRC2	ubiquinol-cytochrome c reductase core protein II	7385	ENSG00000140740

10449	NA	ACAA2	acetyl-CoA acyltransferase 2	10449	ENSG00000167315

8801	NA	SUCLG2	succinate-CoA ligase, GDP-forming, beta subunit	8801	ENSG00000172340

2805	NA	GOT1	glutamic-oxaloacetic transaminase 1, soluble (aspartate aminotransferase 1)	2805	ENSG00000120053

26275	NA	HIBCH	3-hydroxyisobutyryl-CoA hydrolase	26275	ENSG00000198130

1312	NA	COMT	catechol-O-methyltransferase	1312	ENSG00000093010

51727	NA	CMPK1	cytidine monophosphate (UMP-CMP) kinase 1, cytosolic	51727	ENSG00000162368

4700	NA	NDUFA6	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 6, 14kDa	4700	ENSG00000184983

6888	NA	TALDO1	transaldolase 1	6888	ENSG00000177156

23193	NA	GANAB	glucosidase, alpha; neutral AB	23193	ENSG00000089597

2023	NA	ENO1	enolase 1, (alpha)	2023	ENSG00000074800

51703	NA	ACSL5	acyl-CoA synthetase long-chain family member 5	51703	ENSG00000197142

4704	NA	NDUFA9	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9, 39kDa	4704	ENSG00000139180

2597	NA	GAPDH	glyceraldehyde-3-phosphate dehydrogenase	2597	ENSG00000111640

25796	NA	PGLS	6-phosphogluconolactonase	25796	ENSG00000130313

51056	NA	LAP3	leucine aminopeptidase 3	51056	ENSG00000002549

3030	NA	HADHA	hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit	3030	ENSG00000084754

3419	NA	IDH3A	isocitrate dehydrogenase 3 (NAD+) alpha	3419	ENSG00000166411

48	NA	ACO1	aconitase 1, soluble	48	ENSG00000122729

2271	NA	FH	fumarate hydratase	2271	ENSG00000091483

51809	NA	GALNT7	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 7 (GalNAc-T7)	51809	ENSG00000109586

1743	NA	DLST	dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex)	1743	ENSG00000119689

3417	NA	IDH1	isocitrate dehydrogenase 1 (NADP+), soluble	3417	ENSG00000138413

29926	NA	GMPPA	GDP-mannose pyrophosphorylase A	29926	ENSG00000144591

5162	NA	PDHB	pyruvate dehydrogenase (lipoamide) beta	5162	ENSG00000168291

4144	NA	MAT2A	methionine adenosyltransferase II, alpha	4144	ENSG00000168906

513	NA	ATP5D	ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit	513	ENSG00000099624

515	NA	ATP5F1	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1	515	ENSG00000116459

10327	NA	AKR1A1	aldo-keto reductase family 1, member A1 (aldehyde reductase)	10327	ENSG00000117448

7263	NA	TST	thiosulfate sulfurtransferase (rhodanese)	7263	ENSG00000128311

3251	NA	HPRT1	hypoxanthine phosphoribosyltransferase 1	3251	ENSG00000165704

9380	NA	GRHPR	glyoxylate reductase/hydroxypyruvate reductase	9380	ENSG00000137106

1650	NA	DDOST	dolichyl-diphosphooligosaccharide--protein glycosyltransferase	1650	ENSG00000244038

51181	NA	DCXR	dicarbonyl/L-xylulose reductase	51181	ENSG00000169738

2203	NA	FBP1	fructose-1,6-bisphosphatase 1	2203	ENSG00000165140

23530	NA	NNT	nicotinamide nucleotide transhydrogenase	23530	ENSG00000112992

226	NA	ALDOA	aldolase A, fructose-bisphosphate	226	ENSG00000149925

56898	NA	BDH2	3-hydroxybutyrate dehydrogenase, type 2	56898	ENSG00000164039

4128	NA	MAOA	monoamine oxidase A	4128	ENSG00000189221

29925	NA	GMPPB	GDP-mannose pyrophosphorylase B	29925	ENSG00000173540

9377	NA	COX5A	cytochrome c oxidase subunit Va	9377	ENSG00000178741

4722	NA	NDUFS3	NADH dehydrogenase (ubiquinone) Fe-S protein 3, 30kDa (NADH-coenzyme Q reductase)	4722	ENSG00000213619

7388	NA	UQCRH	ubiquinol-cytochrome c reductase hinge protein	7388	ENSG00000173660

4048	NA	LTA4H	leukotriene A4 hydrolase	4048	ENSG00000111144

7167	NA	TPI1	triosephosphate isomerase 1	7167	ENSG00000111669

1340	NA	COX6B1	cytochrome c oxidase subunit VIb polypeptide 1 (ubiquitous)	1340	ENSG00000126267

8639	NA	AOC3	amine oxidase, copper containing 3 (vascular adhesion protein 1)	8639	ENSG00000131471

1329	NA	COX5B	cytochrome c oxidase subunit Vb	1329	ENSG00000135940

55276	NA	PGM2	phosphoglucomutase 2	55276	ENSG00000169299

4329	NA	ALDH6A1	aldehyde dehydrogenase 6 family, member A1	4329	ENSG00000119711

4594	NA	MUT	methylmalonyl CoA mutase	4594	ENSG00000146085

4513	NA	COX2	cytochrome c oxidase subunit II	4513	NULL

6652	NA	SORD	sorbitol dehydrogenase	6652	ENSG00000140263

84245	NA	MRI1	methylthioribose-1-phosphate isomerase homolog (S. cerevisiae)	84245	ENSG00000037757

3028	NA	HSD17B10	hydroxysteroid (17-beta) dehydrogenase 10	3028	ENSG00000072506

26007	NA	DAK	dihydroxyacetone kinase 2 homolog (S. cerevisiae)	26007	ENSG00000149476

353	NA	APRT	adenine phosphoribosyltransferase	353	ENSG00000198931

1327	NA	COX4I1	cytochrome c oxidase subunit IV isoform 1	1327	ENSG00000131143

506	NA	ATP5B	ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide	506	ENSG00000110955

1345	NA	COX6C	cytochrome c oxidase subunit VIc	1345	ENSG00000164919

6697	NA	SPR	sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase)	6697	ENSG00000116096

2937	NA	GSS	glutathione synthetase	2937	ENSG00000100983

128	NA	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide	128	ENSG00000197894

27430	NA	MAT2B	methionine adenosyltransferase II, beta	27430	ENSG00000038274

6184	NA	RPN1	ribophorin I	6184	ENSG00000163902

2618	NA	GART	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase	2618	ENSG00000159131

10476	NA	ATP5H	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit d	10476	ENSG00000167863

471	NA	ATIC	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase	471	ENSG00000138363

10606	NA	PAICS	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase	10606	ENSG00000128050

622	NA	BDH1	3-hydroxybutyrate dehydrogenase, type 1	622	ENSG00000161267

501	NA	ALDH7A1	aldehyde dehydrogenase 7 family, member A1	501	ENSG00000164904

191	NA	AHCY	adenosylhomocysteinase	191	ENSG00000101444

55808	NA	ST6GALNAC1	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1	55808	ENSG00000070526

1537	NA	CYC1	cytochrome c-1	1537	ENSG00000179091

5106	NA	PCK2	phosphoenolpyruvate carboxykinase 2 (mitochondrial)	5106	ENSG00000100889

2762	NA	GMDS	GDP-mannose 4,6-dehydratase	2762	ENSG00000112699

5832	NA	ALDH18A1	aldehyde dehydrogenase 18 family, member A1	5832	ENSG00000059573

178	NA	AGL	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase	178	ENSG00000162688

51144	NA	HSD17B12	hydroxysteroid (17-beta) dehydrogenase 12	51144	ENSG00000149084

64087	NA	MCCC2	methylcrotonoyl-CoA carboxylase 2 (beta)	64087	ENSG00000131844

223	NA	ALDH9A1	aldehyde dehydrogenase 9 family, member A1	223	ENSG00000143149

2673	NA	GFPT1	glutamine--fructose-6-phosphate transaminase 1	2673	ENSG00000198380

5236	NA	PGM1	phosphoglucomutase 1	5236	ENSG00000079739

217	NA	ALDH2	aldehyde dehydrogenase 2 family (mitochondrial)	217	ENSG00000111275

4860	NA	PNP	purine nucleoside phosphorylase	4860	ENSG00000198805

5095	NA	PCCA	propionyl CoA carboxylase, alpha polypeptide	5095	ENSG00000175198

1892	NA	ECHS1	enoyl CoA hydratase, short chain, 1, mitochondrial	1892	ENSG00000127884

2194	NA	FASN	fatty acid synthase	2194	ENSG00000169710

3158	NA	HMGCS2	3-hydroxy-3-methylglutaryl-CoA synthase 2 (mitochondrial)	3158	ENSG00000134240

3939	NA	LDHA	lactate dehydrogenase A	3939	ENSG00000134333

7384	NA	UQCRC1	ubiquinol-cytochrome c reductase core protein I	7384	ENSG00000010256

3295	NA	HSD17B4	hydroxysteroid (17-beta) dehydrogenase 4	3295	ENSG00000133835

3615	NA	IMPDH2	IMP (inosine 5'-monophosphate) dehydrogenase 2	3615	ENSG00000178035

5315	NA	PKM	pyruvate kinase, muscle	5315	ENSG00000067225

2058	NA	EPRS	glutamyl-prolyl-tRNA synthetase	2058	ENSG00000136628

873	NA	CBR1	carbonyl reductase 1	873	ENSG00000159228

5230	NA	PGK1	phosphoglycerate kinase 1	5230	ENSG00000102144

509	NA	ATP5C1	ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1	509	ENSG00000165629

38	NA	ACAT1	acetyl-CoA acetyltransferase 1	38	ENSG00000075239

7372	NA	UMPS	uridine monophosphate synthetase	7372	ENSG00000114491

498	NA	ATP5A1	ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle	498	ENSG00000152234

3420	NA	IDH3B	isocitrate dehydrogenase 3 (NAD+) beta	3420	ENSG00000101365

5223	NA	PGAM1	phosphoglycerate mutase 1 (brain)	5223	ENSG00000171314

539	NA	ATP5O	ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit	539	ENSG00000241837

3712	NA	IVD	isovaleryl-CoA dehydrogenase	3712	ENSG00000128928

11112	NA	HIBADH	3-hydroxyisobutyrate dehydrogenase	11112	ENSG00000106049

10331	NA	B3GNT3	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3	10331	ENSG00000179913


KEGG pathway	Proteasome	03050
C=44;O=24;E=1.66;R=14.44;rawP=4.30e-23;adjP=1.99e-21
5689	NA	PSMB1	proteasome (prosome, macropain) subunit, beta type, 1	5689	ENSG00000008018

5684	NA	PSMA3	proteasome (prosome, macropain) subunit, alpha type, 3	5684	ENSG00000100567

5692	NA	PSMB4	proteasome (prosome, macropain) subunit, beta type, 4	5692	ENSG00000159377

5683	NA	PSMA2	proteasome (prosome, macropain) subunit, alpha type, 2	5683	ENSG00000106588,ENSG00000256646

5702	NA	PSMC3	proteasome (prosome, macropain) 26S subunit, ATPase, 3	5702	ENSG00000165916

5695	NA	PSMB7	proteasome (prosome, macropain) subunit, beta type, 7	5695	ENSG00000136930

5713	NA	PSMD7	proteasome (prosome, macropain) 26S subunit, non-ATPase, 7	5713	ENSG00000103035

5682	NA	PSMA1	proteasome (prosome, macropain) subunit, alpha type, 1	5682	ENSG00000256206,ENSG00000129084

5685	NA	PSMA4	proteasome (prosome, macropain) subunit, alpha type, 4	5685	ENSG00000041357

5691	NA	PSMB3	proteasome (prosome, macropain) subunit, beta type, 3	5691	ENSG00000108294

5704	NA	PSMC4	proteasome (prosome, macropain) 26S subunit, ATPase, 4	5704	ENSG00000013275

5699	NA	PSMB10	proteasome (prosome, macropain) subunit, beta type, 10	5699	ENSG00000205220

5707	NA	PSMD1	proteasome (prosome, macropain) 26S subunit, non-ATPase, 1	5707	ENSG00000173692

5696	NA	PSMB8	proteasome (prosome, macropain) subunit, beta type, 8 (large multifunctional peptidase 7)	5696	ENSG00000204264

5706	NA	PSMC6	proteasome (prosome, macropain) 26S subunit, ATPase, 6	5706	ENSG00000100519

5688	NA	PSMA7	proteasome (prosome, macropain) subunit, alpha type, 7	5688	ENSG00000101182

5714	NA	PSMD8	proteasome (prosome, macropain) 26S subunit, non-ATPase, 8	5714	ENSG00000099341

5701	NA	PSMC2	proteasome (prosome, macropain) 26S subunit, ATPase, 2	5701	ENSG00000161057

10213	NA	PSMD14	proteasome (prosome, macropain) 26S subunit, non-ATPase, 14	10213	ENSG00000115233

5690	NA	PSMB2	proteasome (prosome, macropain) subunit, beta type, 2	5690	ENSG00000126067

5717	NA	PSMD11	proteasome (prosome, macropain) 26S subunit, non-ATPase, 11	5717	ENSG00000108671

5686	NA	PSMA5	proteasome (prosome, macropain) subunit, alpha type, 5	5686	ENSG00000143106

5718	NA	PSMD12	proteasome (prosome, macropain) 26S subunit, non-ATPase, 12	5718	ENSG00000197170

5694	NA	PSMB6	proteasome (prosome, macropain) subunit, beta type, 6	5694	ENSG00000142507


KEGG pathway	Spliceosome	03040
C=127;O=28;E=4.80;R=5.84;rawP=2.72e-14;adjP=9.45e-13
6627	NA	SNRPA1	small nuclear ribonucleoprotein polypeptide A'	6627	ENSG00000131876

11338	NA	U2AF2	U2 small nuclear RNA auxiliary factor 2	11338	ENSG00000063244

9092	NA	SART1	squamous cell carcinoma antigen recognized by T cells	9092	ENSG00000175467

10594	NA	PRPF8	PRP8 pre-mRNA processing factor 8 homolog (S. cerevisiae)	10594	ENSG00000174231

23020	NA	SNRNP200	small nuclear ribonucleoprotein 200kDa (U5)	23020	ENSG00000144028

10523	NA	CHERP	calcium homeostasis endoplasmic reticulum protein	10523	ENSG00000085872

23451	NA	SF3B1	splicing factor 3b, subunit 1, 155kDa	23451	ENSG00000115524

9939	NA	RBM8A	RNA binding motif protein 8A	9939	ENSG00000131795

51691	NA	NAA38	N(alpha)-acetyltransferase 38, NatC auxiliary subunit	51691	ENSG00000128534

25804	NA	LSM4	LSM4 homolog, U6 small nuclear RNA associated (S. cerevisiae)	25804	ENSG00000130520

6626	NA	SNRPA	small nuclear ribonucleoprotein polypeptide A	6626	ENSG00000077312

83443	NA	SF3B5	splicing factor 3b, subunit 5, 10kDa	83443	ENSG00000169976

6426	NA	SRSF1	serine/arginine-rich splicing factor 1	6426	ENSG00000136450

23450	NA	SF3B3	splicing factor 3b, subunit 3, 130kDa	23450	ENSG00000189091

22827	NA	PUF60	poly-U binding splicing factor 60KDa	22827	ENSG00000179950

6632	NA	SNRPD1	small nuclear ribonucleoprotein D1 polypeptide 16kDa	6632	ENSG00000167088

6427	NA	SRSF2	serine/arginine-rich splicing factor 2	6427	ENSG00000161547

58517	NA	RBM25	RNA binding motif protein 25	58517	ENSG00000119707

10262	NA	SF3B4	splicing factor 3b, subunit 4, 49kDa	10262	ENSG00000143368

27258	NA	LSM3	LSM3 homolog, U6 small nuclear RNA associated (S. cerevisiae)	27258	ENSG00000170860

10084	NA	PQBP1	polyglutamine binding protein 1	10084	ENSG00000102103

3190	NA	HNRNPK	heterogeneous nuclear ribonucleoprotein K	3190	ENSG00000165119

57819	NA	LSM2	LSM2 homolog, U6 small nuclear RNA associated (S. cerevisiae)	57819	ENSG00000204392

6625	NA	SNRNP70	small nuclear ribonucleoprotein 70kDa (U1)	6625	ENSG00000104852

3192	NA	HNRNPU	heterogeneous nuclear ribonucleoprotein U (scaffold attachment factor A)	3192	ENSG00000153187

6633	NA	SNRPD2	small nuclear ribonucleoprotein D2 polypeptide 16.5kDa	6633	ENSG00000125743

4670	NA	HNRNPM	heterogeneous nuclear ribonucleoprotein M	4670	ENSG00000099783

8683	NA	SRSF9	serine/arginine-rich splicing factor 9	8683	ENSG00000111786


KEGG pathway	Parkinson's disease	05012
C=130;O=28;E=4.91;R=5.70;rawP=5.09e-14;adjP=1.42e-12
4704	NA	NDUFA9	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9, 39kDa	4704	ENSG00000139180

1329	NA	COX5B	cytochrome c oxidase subunit Vb	1329	ENSG00000135940

7317	NA	UBA1	ubiquitin-like modifier activating enzyme 1	7317	ENSG00000130985

4513	NA	COX2	cytochrome c oxidase subunit II	4513	NULL

7332	NA	UBE2L3	ubiquitin-conjugating enzyme E2L 3	7332	ENSG00000185651

1327	NA	COX4I1	cytochrome c oxidase subunit IV isoform 1	1327	ENSG00000131143

7384	NA	UQCRC1	ubiquinol-cytochrome c reductase core protein I	7384	ENSG00000010256

4706	NA	NDUFAB1	NADH dehydrogenase (ubiquinone) 1, alpha/beta subcomplex, 1, 8kDa	4706	ENSG00000004779

506	NA	ATP5B	ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide	506	ENSG00000110955

7416	NA	VDAC1	voltage-dependent anion channel 1	7416	ENSG00000213585

1345	NA	COX6C	cytochrome c oxidase subunit VIc	1345	ENSG00000164919

51079	NA	NDUFA13	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 13	51079	ENSG00000186010

6389	NA	SDHA	succinate dehydrogenase complex, subunit A, flavoprotein (Fp)	6389	ENSG00000073578

11315	NA	PARK7	parkinson protein 7	11315	ENSG00000116288

513	NA	ATP5D	ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit	513	ENSG00000099624

515	NA	ATP5F1	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1	515	ENSG00000116459

7318	NA	UBA7	ubiquitin-like modifier activating enzyme 7	7318	ENSG00000182179

10476	NA	ATP5H	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit d	10476	ENSG00000167863

509	NA	ATP5C1	ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1	509	ENSG00000165629

7385	NA	UQCRC2	ubiquinol-cytochrome c reductase core protein II	7385	ENSG00000140740

9377	NA	COX5A	cytochrome c oxidase subunit Va	9377	ENSG00000178741

4722	NA	NDUFS3	NADH dehydrogenase (ubiquinone) Fe-S protein 3, 30kDa (NADH-coenzyme Q reductase)	4722	ENSG00000213619

7388	NA	UQCRH	ubiquinol-cytochrome c reductase hinge protein	7388	ENSG00000173660

498	NA	ATP5A1	ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle	498	ENSG00000152234

1537	NA	CYC1	cytochrome c-1	1537	ENSG00000179091

4700	NA	NDUFA6	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 6, 14kDa	4700	ENSG00000184983

539	NA	ATP5O	ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit	539	ENSG00000241837

1340	NA	COX6B1	cytochrome c oxidase subunit VIb polypeptide 1 (ubiquitous)	1340	ENSG00000126267


KEGG pathway	Valine, leucine and isoleucine degradation	00280
C=44;O=17;E=1.66;R=10.23;rawP=1.43e-13;adjP=3.31e-12
217	NA	ALDH2	aldehyde dehydrogenase 2 family (mitochondrial)	217	ENSG00000111275

4594	NA	MUT	methylmalonyl CoA mutase	4594	ENSG00000146085

4329	NA	ALDH6A1	aldehyde dehydrogenase 6 family, member A1	4329	ENSG00000119711

3030	NA	HADHA	hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit	3030	ENSG00000084754

5095	NA	PCCA	propionyl CoA carboxylase, alpha polypeptide	5095	ENSG00000175198

1892	NA	ECHS1	enoyl CoA hydratase, short chain, 1, mitochondrial	1892	ENSG00000127884

3028	NA	HSD17B10	hydroxysteroid (17-beta) dehydrogenase 10	3028	ENSG00000072506

3158	NA	HMGCS2	3-hydroxy-3-methylglutaryl-CoA synthase 2 (mitochondrial)	3158	ENSG00000134240

5019	NA	OXCT1	3-oxoacid CoA transferase 1	5019	ENSG00000083720

10449	NA	ACAA2	acetyl-CoA acyltransferase 2	10449	ENSG00000167315

38	NA	ACAT1	acetyl-CoA acetyltransferase 1	38	ENSG00000075239

26275	NA	HIBCH	3-hydroxyisobutyryl-CoA hydrolase	26275	ENSG00000198130

501	NA	ALDH7A1	aldehyde dehydrogenase 7 family, member A1	501	ENSG00000164904

3712	NA	IVD	isovaleryl-CoA dehydrogenase	3712	ENSG00000128928

64087	NA	MCCC2	methylcrotonoyl-CoA carboxylase 2 (beta)	64087	ENSG00000131844

223	NA	ALDH9A1	aldehyde dehydrogenase 9 family, member A1	223	ENSG00000143149

11112	NA	HIBADH	3-hydroxyisobutyrate dehydrogenase	11112	ENSG00000106049


KEGG pathway	Glycolysis / Gluconeogenesis	00010
C=65;O=19;E=2.45;R=7.74;rawP=1.78e-12;adjP=3.53e-11
5236	NA	PGM1	phosphoglucomutase 1	5236	ENSG00000079739

217	NA	ALDH2	aldehyde dehydrogenase 2 family (mitochondrial)	217	ENSG00000111275

2597	NA	GAPDH	glyceraldehyde-3-phosphate dehydrogenase	2597	ENSG00000111640

55276	NA	PGM2	phosphoglucomutase 2	55276	ENSG00000169299

3939	NA	LDHA	lactate dehydrogenase A	3939	ENSG00000134333

130589	NA	GALM	galactose mutarotase (aldose 1-epimerase)	130589	ENSG00000143891

5315	NA	PKM	pyruvate kinase, muscle	5315	ENSG00000067225

5162	NA	PDHB	pyruvate dehydrogenase (lipoamide) beta	5162	ENSG00000168291

10327	NA	AKR1A1	aldo-keto reductase family 1, member A1 (aldehyde reductase)	10327	ENSG00000117448

128	NA	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide	128	ENSG00000197894

5230	NA	PGK1	phosphoglycerate kinase 1	5230	ENSG00000102144

2203	NA	FBP1	fructose-1,6-bisphosphatase 1	2203	ENSG00000165140

226	NA	ALDOA	aldolase A, fructose-bisphosphate	226	ENSG00000149925

501	NA	ALDH7A1	aldehyde dehydrogenase 7 family, member A1	501	ENSG00000164904

5106	NA	PCK2	phosphoenolpyruvate carboxykinase 2 (mitochondrial)	5106	ENSG00000100889

5223	NA	PGAM1	phosphoglycerate mutase 1 (brain)	5223	ENSG00000171314

